deck,front,back,reading,pos,examples,tags
Default,取り決め,商定。规约。,とりきめ,,データの共同利用に関する新しいとりきめ。有关共同利用数据的新规定。 | その会社との間にとりきめが成立した。跟那个公司之间缔结了规约。 | 契約の条件についてはまだとりきめができていない。关于合同的条件还没有达成协议。,"N1,vocab"
Default,取る,①拿，捉。,とる,,砂糖を取って下さい。请把糖递过来。 | 胸倉をとる。抓住前襟。 ②得到，获得。 | 資格をとる。获取资格。 | 彼が1等賞を取りました。他获得了一等奖。 | よい点をとる。得高分儿。 | やっと運転免許を取った。终于考出了驾驶执照。 ③采取，采用。 | 法的措置をとる。行使法律手段。 | 敵対的態度をとる。采取敌视的态度。 | 最後の手段をとる。行使最后手段。 | 今年は新人10人を採った。今年录用了十个新职员。 ④夺取，偷，窃取。 | あっ，財布を取られた。哎呀，我的钱包被偷了！ ⑤去掉，除去，删掉。 | 蓋をとる。揭开盖子。 | インキのしみをとる。去掉墨水的污迹。 ⑤订阅。 | せめて半年うちの新聞を取って下さいよ。半年也行，请订阅我们报纸吧。 ⑦选择，挑选。 | 選択科目ではフランス語を取った。在选修课里选了法语。 ⑧吃，摄取。 | しっかり栄養をとるんだよ。好好儿摄取营养吧。 ⑨费，耗费。 | 場所をとる。占地方。 | こんなに時間を取られてはかなわんな。被占用了这么长的时间，真受不了。 ⑩理解，解释。 | それはいろいろな意味に取れる。那可以有各种各样的解释。⑪采，摘，捕。 | 魚をとる。捕鱼。 | きのこをとる。采蘑菇。 | 昆虫をとる。捕捉昆虫。 | 菜種から油をとる。从菜籽儿里榨油。用菜籽儿榨油。 | 山で薬草をとる。在山上采药。 | 採ったばかりのなすです。这是刚刚摘下来的茄子。⑫收，索取，要。 | 利子をとる。收利息。⑬帽子をとる。摘下帽子。 | メモをとる。记笔记。作记录。 | アンケートをとる。作问卷调查。 | 世界標準に後れをとる。落后于国际标准。 | 責任をとる。承担责任。 | 早く行って場所を広く取っておけ。快去占个大地方。 | 投票で決をとる。投票表决。 | 取るに足らない。微不足道。 | あいつの意見はとるに足らない。他的意见没什么价值。 | とるに足らない役割。无足轻重的任务。 | とるに足らない金額。不值一提的金额。,"N1,vocab"
Default,去就,去留。进退。,きょしゅう,,彼はまだきょしゅうを決しかねている。他还在犹豫自己的去就。 | いつまできょしゅうに迷っているんだ。去留问题，你还想犹豫到什么时候？ | 総理は午後にもきょしゅうを明らかにするらしい。总理可能在下午就会表明自己的进退。,"N1,vocab"
Default,趣向,主意。构思。设计。,しゅこう,,なかなかおもしろいしゅこうだね。这个主意真有意思。 | しゅこうをこらす。趣向を凝らす。精心构思。别具匠心。,"N1,vocab"
Default,詮索,探索。,せんさく,,世間のせんさくの目にさらされる。被外人所猜忌。 | 人のことをあれこれせんさくするなよ。不要琢磨别人的这个那个的。 | あいつのせんさく好きにはあきれるよ。真拿他的多管闲事的性格没办法。,"N1,vocab"
Default,権化,化身。肉体化。菩萨下凡。,ごんげ,,悪のごんげ。凶恶狠毒的人。 | 悪のごんげにだって涙はある。就算是邪恶的化身，也会流眼泪。 | あの人はいまや権力のごんげだ。那个人现在已经是权力的化身了。,"N1,vocab"
Default,犬猿の仲,水火不相容。,けんえんのなか,,あいつらは今ではけんえんのなからしいよ。他们俩现在好像是水火不容。,"N1,vocab"
Default,勧める,劝，劝告，劝诱，推荐。,すすめる,,両親に旅行を勧める。劝父母去旅行。 | たばこをやめるように勧める。劝戒烟。 | お茶を勧める。让茶。 | 退職をすすめる。劝人退休。 | リサイクルをすすめる。鼓励废物利用。 | 自分の愛読書は人には勧めない。自己爱读的书不向别人推荐。 | 彼は私にこの辞書を勧めた。他向我推荐这本辞典。,"N1,vocab"
Default,却下,驳回。,きゃっか,,裁判所は住民の訴えをきゃっかした。法院驳回了居民的诉讼。,"N1,vocab"
Default,群がる,群集。聚集。,むらがる,,沖でカモメが群がっている。海面上，海鸥成群飞翔。 | 砂糖にむらがる無数のあり。砂糖里爬着成群结队的蚂蚁。 | 熱帯魚のむらがる海にカメラを持ち込む。把照相机带到热带鱼聚集的海里。,"N1,vocab"
Default,群れる,群集。,むれる,,丘の上に羊が群れている。山丘上绵羊成群。,"N1,vocab"
Default,染まる,①染上。,そまる,,シャツが血にそまる。衬衫染上了血。 ②沾染。 | 世俗の悪にそまる。沾染世俗的恶习。,"N1,vocab"
Default,染みる,①杀。刺。,しみる,,眼にしみる。刺眼睛。杀眼睛。 | 煙が目に染みた。烟气刺眼。 ②浸。渗。 | インクがしみる。墨水洇纸。 ③深深感到。 | 骨身にしみる。深切感受。 | 彼の忠告が身に染みた。他的忠告铭刻在心。,"N1,vocab"
Default,染める,①染颜色。,そめる,,黒く染める染成黑色。 | 爪を赤くそめる。把指甲染红。 | 白髪を黒くそめる。把白头发染黑。 | 毛糸を染める。染毛线。 | 髪をそめる。染发。 | 布をそめる。染布。 ②脸发红，涂上颜色。 | 顔を赤く染める。羞红了脸；脸上飞红。 | ほおを染めてうつむく双颊绯红低下头去。 ③沾手；着手。 | 筆を染める。濡笔；着手写。 | 手をそめる。插手。 | 犯罪に手をそめる。染指犯罪。,"N1,vocab"
Default,熱湯,开水。热水。滚水。,ねっとう,,ねっとうを注ぐ。沏。倒开水。 | ねっとうで左手をやけどした。左手被开水烫伤。,"N1,vocab"
Default,人寄せ,吸引人，招揽顾客，为招揽顾客等而演出的玩意儿。,ひとよせ,,,"N1,vocab"
Default,人聞き,名声。传闻。,ひとぎき,,ひとぎきが悪い。名声不好。 | 盗用だなんてひとぎきが悪い。創造的利用ですよ。盗用什么的说起来不好听。这可是创造性的利用啊。,"N1,vocab"
Default,仁術,仁术。,じんじゅつ,,医はじんじゅつなり。医为仁术。,"N1,vocab"
Default,忍び足,蹑手蹑脚。,しのびあし,,しのびあしで入口に近寄った。悄悄地走近入口。,"N1,vocab"
Default,栄える,繁荣。兴隆。兴盛。,さかえる,,永遠にさかえる帝国はない。没有一个帝国会永远兴盛。 | 地域と共にさかえる企業でありたい。希望自己的企业能跟地域社会共同繁荣。,"N1,vocab"
Default,栄冠,荣誉。,えいかん,,えいかんは君に輝く。光辉的荣誉属于你。,"N1,vocab"
Default,溶かす,溶化，溶解。,とかす,,砂糖を水に溶かす。 把砂糖溶到水里。,"N1,vocab"
Default,冗費,浪费，不必要的开支。,じょうひ,,,"N1,vocab"
Default,肉薄,逼近。迫近。,にくはく,,問題の核心ににくはくする。逼近问题的核心。 | 敵陣ににくはくする。逼近敌阵。 | 復讐心に燃え真犯人ににくはくする。心里充满了复仇的心情，逼近真正的犯人。,"N1,vocab"
Default,入れ歯,假牙，义齿。,いれば,,いればが合わない。假牙不合适。 | いればをつける。装假牙。 | いればを外す。摘掉假牙。,"N1,vocab"
Default,弱る,①削弱。衰弱。,よわる,,動かないと体がよわる。不经常活动的话，身体就变弱。 ②受不了。 | この暑さには弱ります。这么炎热，真受不了。 | 全く君にもよわるね。真拿你没有办法。 | 弱ったな。真不好办。 | 弱り目にたたり目。祸不单行。,"N1,vocab"
Default,弱虫,怕死鬼。胆小鬼。软骨头。,よわむし,,,"N1,vocab"
Default,三昧,①聚精会神，专心致志，一心不乱。,さんまい,,毎日、読書三昧で過ごす。每天专心读书。 | 読書さんまい。埋头读书。 | 引退後はゴルフさんまいの生活だ。引退后每天热衷于打高尔夫球。 ②尽情，任性，随心所欲。 | ぜいたく三昧の暮らし。穷奢极欲的生活。 | 贅沢さんまいに育てられる。从小过着穷奢极欲的生活。 | 贅沢さんまいに暮らす。过着奢华的生活。,"N1,vocab"
Default,三日月,月牙儿。新月。,みかづき,,みかづきの淡い光が窓からさしこんでくる。新月的微光射进窗户。 | 彼女のみかづき眉がぴくりと動いた。她的娥眉略微一动。 | みかづきが空にかかっていた。月牙儿挂在天空。 | みかづき形の。新月型的。,"N1,vocab"
Default,散らかす,弄乱。,ちらかす,,行楽客がゴミをちらかす。游客把垃圾弄得到处都是。 | 部屋を散らかしておく。把房间弄得乱七八糟。 | 散らかしたものは自分で片づける。自己弄乱的东西自己整理。,"N1,vocab"
Default,散らかる,零乱。乱七八糟。,ちらかる,,紙くずが床に散らかっている。碎纸片撒了一地。 | 部屋が散らかっている。房间里杂乱无章。,"N1,vocab"
Default,散らす,散开。散布。,ちらす,,春の嵐が花を散らした。春天的风雨吹散一地落花。 | 薬で痛みをちらす。用药缓解疼痛。 | 気を散らさずに勉強しなさい。不要分心好好儿学习。 | 課長がどなり散らしているがどうしたんだ。科长破口大骂是怎么回事啊？。,"N1,vocab"
Default,散る,①落；谢，凋谢。,ちる,,花が散る。花落（谢）。 | 葉が風で散った。风吹叶落。 | 彼らの命は雪山に散った。他们的生命在雪山消逝了。 ②散，分散；离散；四散；飞溅，消散。 | 霧が散る。雾散。 | 野次馬は不満げに散っていった。看热闹的人群略带不满地散去了。 | 雲が散って太陽が照り始めた。云彩消散太阳出来了。 | しぶきが散る。浪花四溅。 | 火花が散る。火花四溅。 ③消；止。 | 毒が散る。消肿；毒散。 | 痛みが散る。止痛。 | はれ物がすぐ散った。疙瘩马上就消（肿）了。 ④涣散，散漫，不专一。 | 気が散る。精神涣散;精神不集中;不专心。 | 気が散って勉強できない。精神不集中无法学习。 ⑤洇。 | 墨が散る紙。洇墨的纸。,"N1,vocab"
Default,渋る,①不畅。发涩。,しぶる,,筆がしぶる。文笔不畅。 ②不肯。不情愿。 | 返事をしぶる。迟迟不回答。 | 出ししぶる。舍不得拿出来。 | 出席を渋って儲け話を聞き損ねた。由于不肯出席，没有听到发财的信息。,"N1,vocab"
Default,沙汰,①处置。处理。,さた,,地獄のさたも金次第。有钱能使鬼推磨。 | 近隣騒音が裁判さたになる。为了近邻的噪音问题打起了官司。 | 追ってさたするので待て。日后通知，请稍候。 ②事情。行为。 | 正気のさたではない。简直不是正常行为。 | 60になっても色恋さたですか。都六十了，竟有风流韵事！ | 出資の話がさたやみになる。出资的事没有下文了。 | 旅行どころのさたではない。根本谈不上旅行。,"N1,vocab"
